edge_slice_demand;k_1= (14,9,6);k_2= (14,18,3);k_3= (7,5,6);k_4= (2,12,3);k_5= (6,12,3);k_6= (9,14,6);k_7= (11,14,3);k_8= (12,9,6);k_9= (4,3,6);k_10= (16,17,6);k_11= (12,5,6);k_12= (1,2,6);k_13= (16,7,6);k_14= (18,3,6);k_15= (6,2,6);k_16= (2,9,3);k_17= (13,8,6);k_18= (5,8,6);k_19= (18,9,4);k_20= (2,9,3);k_21= (1,3,6);k_22= (6,18,6);k_23= (2,16,6);k_24= (9,4,6);k_25= (2,8,3);k_26= (1,2,4);k_27= (4,3,6);k_28= (13,7,3);k_29= (10,15,6);k_30= (9,11,3);k_31= (6,2,6);k_32= (2,9,3);k_33= (13,9,6);k_34= (1,5,6);k_35= (9,6,6);k_36= (2,1,4);k_37= (1,2,3);k_38= (7,1,6);k_39= (17,11,6);k_40= (13,7,6);k_41= (3,9,3);k_42= (5,7,3);k_43= (12,3,3);k_44= (11,12,3);k_45= (2,8,4);k_46= (11,4,3);k_47= (7,16,3);k_48= (7,2,4);k_49= (18,3,6);k_50= (2,7,3);k_51= (5,10,3);k_52= (18,16,6);k_53= (9,14,3);k_54= (10,11,6);k_55= (7,10,4);k_56= (10,6,3);k_57= (15,12,6);k_58= (5,18,3);k_59= (14,2,6);k_60= (6,13,3);
[1,5]; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[1,14]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;
[1,15]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;
[1,17]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[1,18]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[2,4]; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[2,5]; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;
[2,9]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[2,10]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
[2,16]; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ;
[3,5]; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ;1; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
